Coefficient_of_variation	Method	group
4.805428388	24min 2Th	24min
5.391513976	24min 2Th	24min
19.8346085	24min 2Th	24min
13.5509634	24min 2Th	24min
20.53520009	24min 2Th	24min
11.58318775	24min 2Th	24min
12.21451814	24min 2Th	24min
12.56372244	24min 2Th	24min
17.52219533	24min 2Th	24min
33.08871909	24min 2Th	24min
23.83651216	24min 2Th	24min
25.66727008	24min 2Th	24min
17.99430411	24min 2Th	24min
19.89660839	24min 2Th	24min
10.5578057	24min 2Th	24min
9.255241358	24min 2Th	24min
14.33840725	24min 2Th	24min
1.887802171	24min 2Th	24min
24.83758958	24min 2Th	24min
22.23389935	24min 2Th	24min
10.77632081	24min 2Th	24min
13.3352732	24min 3Th 	24min
36.53327015	24min 3Th 	24min
13.6710231	24min 3Th 	24min
5.149961244	24min 3Th 	24min
16.5302453	24min 3Th 	24min
24.89523045	24min 3Th 	24min
27.445211	24min 3Th 	24min
21.83309406	24min 3Th 	24min
24.40233838	24min 3Th 	24min
47.1130048	24min 3Th 	24min
21.82285919	24min 3Th 	24min
20.25316089	24min 3Th 	24min
20.0144637	24min 3Th 	24min
9.551325921	24min 3Th 	24min
60.03594513	24min 3Th 	24min
20.15406196	24min 3Th 	24min
10.18311277	24min 3Th 	24min
6.783641314	24min 3Th 	24min
46.69769926	24min 3Th 	24min
29.84920571	24min 3Th 	24min
22.3498758	24min 3Th 	24min
12.70995547	24min 3Th 	24min
8.039081839	24min 3Th 	24min
8.318636775	24min 3Th 	24min
7.433165328	24min 3Th 	24min
33.13944081	24min 3Th 	24min
9.177510955	24min 3Th 	24min
10.26350045	24min 3Th 	24min
34.32172293	24min 3Th 	24min
25.49497239	24min 3Th 	24min
17.7487155	24min 3Th 	24min
9.873580292	24min 3Th 	24min
6.436430507	24min 3Th 	24min
22.17889354	24min 3Th 	24min
30.68217662	24min 3Th 	24min
15.07956889	24min 3Th 	24min
11.66185412	24min 3Th 	24min
4.674723045	24min 3Th 	24min
20.15723889	24min 3Th 	24min
20.09377554	24min 3Th 	24min
36.40695087	24min 3Th 	24min
27.62071312	24min 3Th 	24min
13.88223048	24min 3Th 	24min
5.343652268	24min 3Th 	24min
10.40000198	24min 3Th 	24min
31.36985702	24min 3Th 	24min
26.10113379	24min 3Th 	24min
26.38524961	24min 3Th 	24min
21.4501493	24min 3Th 	24min
9.814695582	24min 3Th 	24min
16.40470455	24min 3Th 	24min
19.64624238	24min 3Th 	24min
11.00105509	24min 3Th 	24min
4.292496568	24min 3Th 	24min
9.70309859	24min 3Th 	24min
9.408735202	24min 3Th 	24min
17.38773966	24min 3Th 	24min
30.8605426	24min 3Th 	24min
19.7117393	24min 3Th 	24min
13.52236545	24min 3Th 	24min
16.86042158	24min 3Th 	24min
6.755380863	24min 3Th 	24min
8.612839465	24min 3Th 	24min
20.82648832	24min 3Th 	24min
46.58228959	24min 3Th 	24min
14.59657552	24min 3Th 	24min
5.232312731	24min 3Th 	24min
15.9277046	24min 3Th 	24min
7.987258685	24min 3Th 	24min
6.056426184	24min 3Th 	24min
44.19852262	24min 3Th 	24min
6.297189674	24min 3Th 	24min
26.72146905	24min 3Th 	24min
14.55964807	24min 3Th 	24min
25.37539351	24min 3Th 	24min
21.28276089	24min 3Th 	24min
26.6443196	24min 3Th 	24min
35.33377342	24min 3Th 	24min
19.10168602	24min 3Th 	24min
8.930530281	24min 3Th 	24min
19.7710975	24min 3Th 	24min
15.47374017	24min 3Th 	24min
9.015398175	24min 3Th 	24min
8.583066061	24min 3Th 	24min
20.10785828	24min 3Th 	24min
21.46701519	24min 3Th 	24min
15.73595717	24min 3Th 	24min
18.88784541	24min 3Th 	24min
27.45843932	24min 3Th 	24min
16.35940658	24min 3Th 	24min
11.64400698	24min 3Th 	24min
6.000475917	24min 3Th 	24min
11.25870408	24min 3Th 	24min
13.79633157	24min 3Th 	24min
12.71710836	24min 3Th 	24min
17.04928099	24min 3Th 	24min
35.34067791	24min 3Th 	24min
22.09983471	24min 3Th 	24min
24.77247393	24min 3Th 	24min
22.00101213	24min 3Th 	24min
5.789246726	24min 3Th 	24min
29.97627467	24min 3Th 	24min
16.79613763	24min 3Th 	24min
36.67722692	24min 3Th 	24min
35.19955311	24min 3Th 	24min
50.33028947	24min 3Th 	24min
8.754365108	24min 3Th 	24min
21.87566479	24min 3Th 	24min
18.93263504	24min 3Th 	24min
12.31409825	24min 3Th 	24min
33.26343802	24min 3Th 	24min
16.91510326	24min 3Th 	24min
3.990784093	24min 3Th 	24min
9.605011142	24min 3Th 	24min
15.43033085	24min 3Th 	24min
36.29990016	24min 3Th 	24min
5.146342467	24min 3Th 	24min
30.35665247	24min 3Th 	24min
29.17533306	24min 3Th 	24min
17.20057818	24min 3Th 	24min
15.35378553	24min 3Th 	24min
16.19763956	24min 3Th 	24min
22.30866224	24min 3Th 	24min
21.48071905	24min 3Th 	24min
7.311832372	24min 3Th 	24min
23.24833627	24min 3Th 	24min
11.35864472	24min 3Th 	24min
20.13037608	24min 3Th 	24min
2.42750289	24min 3Th 	24min
4.478891935	24min 3Th 	24min
15.61850036	24min 3Th 	24min
2.126024373	24min 3Th 	24min
5.591995544	24min 3Th 	24min
9.555767426	24min 3Th 	24min
6.489179916	24min 3Th 	24min
11.31847392	24min 3Th 	24min
9.49819087	24min 3Th 	24min
6.090634362	24min 3Th 	24min
18.86976062	24min 3Th 	24min
11.49754041	24min 3Th 	24min
2.727298674	24min 3Th 	24min
11.12487265	24min 3Th 	24min
11.16209005	24min 3Th 	24min
4.528828848	24min 3Th 	24min
9.758876036	24min 3Th 	24min
3.570037025	24min 3Th 	24min
4.694518271	24min 3Th 	24min
2.983481959	24min 3Th 	24min
5.444469313	24min 3Th 	24min
4.710607266	24min 3Th 	24min
2.367759444	24min 3Th 	24min
6.472990175	24min 3Th 	24min
9.340446065	24min 3Th 	24min
1.854058714	24min 3Th 	24min
5.223054814	24min 3Th 	24min
5.57651732	24min 3Th 	24min
9.956855164	24min 3Th 	24min
18.9521009	24min 3Th 	24min
5.65100144	24min 3Th 	24min
11.44104143	24min 3Th 	24min
25.91795235	24min 3Th 	24min
5.386734074	24min 3Th 	24min
4.525217784	24min 3Th 	24min
9.492329413	24min 3Th 	24min
8.762980047	24min 3Th 	24min
9.847640428	24min 3Th 	24min
31.17886487	24min 3Th 	24min
27.91127557	24min 3Th 	24min
24.79664143	24min 3Th 	24min
6.596722028	24min 3Th 	24min
13.61171077	24min 3Th 	24min
24.300312	24min 3Th 	24min
14.73616829	24min 3Th 	24min
16.55729491	24min 3Th 	24min
29.98519547	24min 3Th 	24min
6.867519896	24min 3Th 	24min
14.2955822	24min 3Th 	24min
10.7834263	24min 3Th 	24min
31.92954178	24min 3Th 	24min
18.12935492	24min 3Th 	24min
9.195999512	24min 3Th 	24min
14.48146901	24min 3Th 	24min
11.42105891	24min 3Th 	24min
9.069617679	24min 3Th 	24min
5.38634048	24min 3Th 	24min
3.499561544	24min 3Th 	24min
17.81232633	24min 3Th 	24min
2.19680518	24min 3Th 	24min
52.36353759	24min 3Th 	24min
1.959441933	24min 3Th 	24min
11.99239353	24min 3Th 	24min
16.28642485	24min 3Th 	24min
9.775894051	24min 3Th 	24min
8.591166938	24min 3Th 	24min
10.04459813	24min 3Th 	24min
5.040924436	24min 3Th 	24min
19.81819618	24min 3Th 	24min
10.91781077	24min 3Th 	24min
11.25897064	24min 3Th 	24min
5.305481417	24min 3Th 	24min
4.340324029	24min 3Th 	24min
3.370216387	24min 3Th 	24min
7.4771617	24min 3Th 	24min
7.783606815	24min 3Th 	24min
8.879470854	24min 3Th 	24min
9.058398791	24min 3Th 	24min
8.977259299	24min 3Th 	24min
31.21073082	24min 3Th 	24min
20.57771535	24min 3Th 	24min
4.89740488	24min 3Th 	24min
17.39829199	24min 3Th 	24min
2.805352702	24min 3Th 	24min
4.388852083	24min 3Th 	24min
5.995587968	24min 3Th 	24min
6.827611318	24min 3Th 	24min
6.393139917	24min 3Th 	24min
6.07524691	24min 3Th 	24min
5.165126121	24min 3Th 	24min
7.679292251	24min 3Th 	24min
2.947402036	24min 3Th 	24min
15.37753542	24min 3Th 	24min
4.202573797	24min 3Th 	24min
11.52604321	24min 3Th 	24min
8.368869361	24min 3Th 	24min
3.807798568	24min 3Th 	24min
2.944700526	24min 3Th 	24min
5.920215302	24min 3Th 	24min
9.279775785	24min 3Th 	24min
1.455346487	24min 3Th 	24min
9.562343775	24min 3Th 	24min
5.318839055	24min 3Th 	24min
7.12661129	24min 3Th 	24min
24.40071933	24min 3Th 	24min
5.239089655	24min 3Th 	24min
13.28015589	24min 3Th 	24min
3.038021068	24min 3Th 	24min
3.381783171	24min 3Th 	24min
12.52954059	24min 3Th 	24min
19.17729464	24min 3Th 	24min
10.11762005	24min 3Th 	24min
5.082449895	24min 3Th 	24min
2.72800358	24min 3Th 	24min
16.5965627	24min 3Th 	24min
6.20548425	24min 3Th 	24min
10.41200547	24min 3Th 	24min
6.881103619	24min 3Th 	24min
31.46711014	24min 3Th 	24min
3.061171907	24min 3Th 	24min
3.057582688	24min 3Th 	24min
5.692786647	24min 3Th 	24min
46.26054044	24min 3Th 	24min
14.00594637	24min 3Th 	24min
7.758692368	24min 3Th 	24min
9.197787198	24min 3Th 	24min
45.25618695	24min 3Th 	24min
53.871657	24min 3Th 	24min
25.3852895	24min 3Th 	24min
3.890054983	24min 3Th 	24min
7.097145468	24min 3Th 	24min
10.10663983	24min 3Th 	24min
8.223789805	24min 3Th 	24min
7.563735636	24min 3Th 	24min
11.18165834	24min 3Th 	24min
9.210636302	24min 3Th 	24min
5.531591667	24min 3Th 	24min
3.937822491	24min 3Th 	24min
23.89670693	24min 3Th 	24min
6.39589877	24min 3Th 	24min
16.8179159	24min 3Th 	24min
72.03423092	24min 3Th 	24min
6.736954013	24min 3Th 	24min
12.12209496	24min 3Th 	24min
10.73484328	24min 3Th 	24min
3.243387934	24min 3Th 	24min
9.467432058	24min 3Th 	24min
8.56076797	24min 3Th 	24min
3.507530466	24min 3Th 	24min
5.098618978	24min 3Th 	24min
23.25321569	24min 3Th 	24min
8.278956434	24min 3Th 	24min
6.512002212	24min 3Th 	24min
5.019749347	24min 3Th 	24min
24.89259518	24min 3Th 	24min
62.68537028	24min 3Th 	24min
6.208529513	24min 3Th 	24min
12.51033056	24min 3Th 	24min
1.647206522	24min 3Th 	24min
52.85567348	24min 3Th 	24min
20.41797019	24min 3Th 	24min
5.008222685	24min 3Th 	24min
4.987804254	24min 3Th 	24min
10.32077319	24min 3Th 	24min
25.23380991	24min 3Th 	24min
1.891779033	24min 3Th 	24min
21.97072622	24min 3Th 	24min
14.73560817	24min 3Th 	24min
7.731421466	24min 3Th 	24min
3.425444279	24min 3Th 	24min
41.51083502	24min 3Th 	24min
40.48635519	24min 3Th 	24min
6.427795837	24min 3Th 	24min
14.86352843	24min 3Th 	24min
2.818834907	24min 3Th 	24min
9.683802534	24min 3Th 	24min
8.376026024	24min 3Th 	24min
5.726841453	24min 3Th 	24min
44.94622105	24min 3Th 	24min
13.69802354	24min 3Th 	24min
8.786909891	24min 3Th 	24min
29.59096883	24min 3Th 	24min
10.56342153	24min 3Th 	24min
67.12988996	24min 3Th 	24min
12.87094013	24min 3Th 	24min
12.55319636	24min 3Th 	24min
9.981847068	24min 3Th 	24min
10.00673437	24min 3Th 	24min
25.62127825	24min 3Th 	24min
3.268960632	24min 3Th 	24min
28.74322523	24min 3Th 	24min
79.02827758	24min 3Th 	24min
11.55299546	24min 3Th 	24min
10.73221198	24min 3Th 	24min
10.1977733	24min 3Th 	24min
7.379368037	24min 3Th 	24min
34.43754468	24min 3Th 	24min
23.0803033	24min 3Th 	24min
2.911363272	24min 3Th 	24min
9.846607958	24min 3Th 	24min
23.37433526	24min 3Th 	24min
9.196935901	24min 3Th 	24min
13.5324167	24min 3Th 	24min
2.906659698	24min 3Th 	24min
13.97106716	24min 3Th 	24min
8.957385833	24min 3Th 	24min
15.46758815	24min 3Th 	24min
13.23831152	24min 3Th 	24min
14.61307352	24min 3Th 	24min
32.49228429	24min 3Th 	24min
42.13758249	24min 3Th 	24min
32.24149502	24min 3Th 	24min
8.187592968	24min 3Th 	24min
10.34968138	24min 3Th 	24min
72.68031581	24min 3Th 	24min
11.72680073	24min 3Th 	24min
4.442156584	24min 3Th 	24min
3.568278116	24min 3Th 	24min
3.355623238	24min 3Th 	24min
75.03289642	24min 3Th 	24min
10.81029833	24min 3Th 	24min
26.22990345	24min 3Th 	24min
54.83707468	24min 3Th 	24min
11.94214781	24min 3Th 	24min
14.28343529	24min 3Th 	24min
26.32367522	24min 3Th 	24min
4.969748357	24min 3Th 	24min
8.754159789	24min 3Th 	24min
37.78047433	24min 3Th 	24min
9.039797005	24min 3Th 	24min
21.43296921	24min 3Th 	24min
14.05801759	24min 3Th 	24min
9.927419662	24min 3Th 	24min
19.40471568	24min 3Th 	24min
34.89975389	24min 3Th 	24min
19.2945532	24min 3Th 	24min
18.11168651	24min 3Th 	24min
2.964584675	24min 3Th 	24min
10.91604969	24min 3Th 	24min
21.28519626	24min 3Th 	24min
41.87431952	24min 3Th 	24min
28.96280749	24min 3Th 	24min
58.78757696	24min 3Th 	24min
2.130550713	24min 3Th 	24min
9.810718649	24min 3Th 	24min
19.48614652	24min 3Th 	24min
11.35493668	24min 3Th 	24min
28.37016646	24min 3Th 	24min
23.23058627	24min 3Th 	24min
11.35428567	24min 3Th 	24min
52.89649785	24min 3Th 	24min
30.43085713	24min 3Th 	24min
40.86034495	24min 3Th 	24min
12.82378944	24min 3Th 	24min
15.61176599	24min 3Th 	24min
8.591523396	24min 3Th 	24min
22.71566522	24min 3Th 	24min
31.55612095	24min 3Th 	24min
15.08722415	24min 3Th 	24min
17.0793723	24min 3Th 	24min
28.72035609	24min 3Th 	24min
24.0300384	24min 3Th 	24min
22.9472783	24min 3Th 	24min
5.325846047	24min 3Th 	24min
11.67684056	24min 3Th 	24min
2.705545892	24min 3Th 	24min
16.71245764	24min 3Th 	24min
13.42603084	24min 3Th 	24min
16.6876368	24min 3Th 	24min
13.53754937	24min 3Th 	24min
20.73096418	24min 3Th 	24min
23.9629279	24min 3Th 	24min
23.51686104	24min 3Th 	24min
21.60790473	24min 3Th 	24min
27.27071446	24min 3Th 	24min
8.285761236	24min 3Th 	24min
20.31329358	24min 3Th 	24min
10.5286314	24min 3Th 	24min
10.24746134	24min 3Th 	24min
14.64048923	24min 3Th 	24min
20.66930566	24min 3Th 	24min
24.14006314	24min 3Th 	24min
16.74861249	24min 3Th 	24min
25.15751317	24min 3Th 	24min
31.40032671	24min 3Th 	24min
6.488668291	24min 3Th 	24min
9.02731566	24min 3Th 	24min
19.75816715	24min 3Th 	24min
13.30480508	24min 3Th 	24min
18.91421831	24min 3Th 	24min
21.58299793	24min 3Th 	24min
38.71611995	24min 3Th 	24min
131.8776357	24min 3Th 	24min
15.00378853	24min 3Th 	24min
10.4977781	24min 3Th 	24min
4.068567232	24min 3Th 	24min
11.94782362	24min 3Th 	24min
29.22042131	24min 3Th 	24min
21.34182452	24min 3Th 	24min
5.170133302	24min 3Th 	24min
8.97275922	24min 3Th 	24min
11.61638825	24min 3Th 	24min
17.58816995	24min 3Th 	24min
33.81191984	24min 3Th 	24min
9.827378703	24min 3Th 	24min
7.221612245	24min 3Th 	24min
8.909256865	24min 3Th 	24min
69.48261037	24min 3Th 	24min
10.84885936	24min 3Th 	24min
7.980202043	24min 3Th 	24min
5.908861253	24min 3Th 	24min
30.00129359	24min 3Th 	24min
8.613900178	24min 3Th 	24min
26.89002056	24min 3Th 	24min
7.835409757	24min 3Th 	24min
22.30348703	24min 3Th 	24min
12.64423206	24min 3Th 	24min
26.01569496	24min 3Th 	24min
24.33326272	24min 3Th 	24min
18.27377919	24min 3Th 	24min
16.51875533	24min 3Th 	24min
21.72401034	24min 3Th 	24min
4.394477525	24min 3Th 	24min
6.541602462	24min 3Th 	24min
31.40822772	24min 3Th 	24min
34.1717724	24min 3Th 	24min
27.95510329	24min 3Th 	24min
11.06037373	24min 3Th 	24min
2.488115551	24min 3Th 	24min
17.75673412	24min 3Th 	24min
12.21521453	24min 3Th 	24min
19.20081825	24min 3Th 	24min
5.415091774	24min 3Th 	24min
20.54974004	24min 3Th 	24min
18.38550545	24min 3Th 	24min
18.60716141	24min 3Th 	24min
23.324849	24min 3Th 	24min
15.71964571	24min 3Th 	24min
12.46048879	24min 3Th 	24min
6.324682769	24min 3Th 	24min
10.85093168	24min 3Th 	24min
9.042832036	24min 3Th 	24min
16.61105288	24min 3Th 	24min
26.51694339	24min 3Th 	24min
19.37083542	24min 3Th 	24min
11.46847607	24min 3Th 	24min
16.72410683	24min 3Th 	24min
24.74889944	24min 3Th 	24min
7.906464614	24min 3Th 	24min
18.56267858	24min 3Th 	24min
35.24965289	24min 3Th 	24min
65.45631183	24min 3Th 	24min
3.824389538	24min 3Th 	24min
14.85035535	24min 3Th 	24min
5.408733534	24min 3Th 	24min
9.198302092	24min 3Th 	24min
16.54702763	24min 3Th 	24min
9.929841858	24min 3Th 	24min
33.34589682	24min 3Th 	24min
21.93890657	24min 3Th 	24min
22.04195547	24min 3Th 	24min
10.31103201	24min 3Th 	24min
22.78339576	24min 3Th 	24min
20.84075136	24min 3Th 	24min
9.117377589	24min 3Th 	24min
24.50753407	24min 3Th 	24min
11.73541914	24min 3Th 	24min
11.09128565	24min 3Th 	24min
7.177016298	24min 3Th 	24min
1.989714461	24min 3Th 	24min
29.10237544	24min 3Th 	24min
12.65128882	24min 3Th 	24min
24.80524547	24min 3Th 	24min
19.67932465	24min 3Th 	24min
5.358433412	24min 3Th 	24min
26.55705186	24min 3Th 	24min
6.293220235	24min 3Th 	24min
18.89894685	24min 3Th 	24min
26.41080593	24min 3Th 	24min
19.13014035	24min 3Th 	24min
7.940849521	24min 3Th 	24min
18.35437465	24min 3Th 	24min
22.63874234	24min 3Th 	24min
10.14167023	24min 3Th 	24min
26.02161532	24min 3Th 	24min
17.94028649	24min 3Th 	24min
25.38687135	24min 3Th 	24min
17.72939184	24min 3Th 	24min
7.335686582	24min 3Th 	24min
33.05770518	24min 3Th 	24min
20.94127075	24min 3Th 	24min
15.82879324	24min 3Th 	24min
32.36390435	24min 3Th 	24min
56.42223515	24min 3Th 	24min
2.989571684	24min 3Th 	24min
13.9861944	24min 3Th 	24min
42.22646847	24min 3Th 	24min
19.01040682	24min 3Th 	24min
13.43966963	24min 3Th 	24min
44.97342297	24min 3Th 	24min
24.9577242	24min 3Th 	24min
21.56244764	24min 3Th 	24min
48.5921686	24min 3Th 	24min
53.11377643	24min 3Th 	24min
5.198615158	24min 3Th 	24min
39.46511288	24min 3Th 	24min
10.96551812	24min 3Th 	24min
22.6277755	24min 3Th 	24min
36.23061276	24min 3Th 	24min
12.43295323	24min 3Th 	24min
5.197276821	24min 3Th 	24min
6.688491838	24min 3Th 	24min
27.17064238	24min 3Th 	24min
19.14105776	24min 3Th 	24min
15.90558928	24min 3Th 	24min
20.92694391	24min 3Th 	24min
18.01272323	24min 3Th 	24min
10.58528987	24min 3Th 	24min
13.13948059	24min 3Th 	24min
8.00566331	24min 3Th 	24min
9.146640723	24min 3Th 	24min
34.99957636	24min 3Th 	24min
3.975104019	24min 3Th 	24min
17.13662925	24min 3Th 	24min
16.19275787	24min 3Th 	24min
14.66027507	24min 3Th 	24min
4.23418288	24min 3Th 	24min
35.5121135	24min 3Th 	24min
15.95867203	24min 3Th 	24min
19.59162299	24min 3Th 	24min
11.49242714	24min 3Th 	24min
27.89285041	24min 3Th 	24min
22.1570843	24min 3Th 	24min
42.41051648	24min 3Th 	24min
23.34487024	24min 3Th 	24min
11.08966938	24min 3Th 	24min
7.765956531	24min 3Th 	24min
27.11433658	24min 3Th 	24min
16.06164282	24min 3Th 	24min
20.61383307	24min 3Th 	24min
12.57418381	24min 3Th 	24min
15.22439965	24min 3Th 	24min
20.2898152	24min 3Th 	24min
26.83568823	24min 3Th 	24min
8.979059676	24min 3Th 	24min
21.39425463	24min 3Th 	24min
8.130639203	24min 3Th 	24min
2.710705647	24min 3Th 	24min
30.64806066	24min 3Th 	24min
8.367551133	24min 3Th 	24min
23.40430817	24min 3Th 	24min
40.97400115	24min 3Th 	24min
12.13070125	24min 3Th 	24min
14.22337995	24min 3Th 	24min
85.34669681	24min 3Th 	24min
23.0718751	24min 3Th 	24min
14.86366374	24min 3Th 	24min
50.00182329	24min 3Th 	24min
8.025984334	24min 3Th 	24min
9.437236061	24min 3Th 	24min
6.036172033	24min 3Th 	24min
17.84265962	24min 3Th 	24min
28.00456924	24min 3Th 	24min
6.178006162	24min 3Th 	24min
21.3470855	24min 3Th 	24min
23.87882029	24min 3Th 	24min
34.84998019	24min 3Th 	24min
32.4994792	24min 3Th 	24min
26.54217199	24min 3Th 	24min
23.74726305	24min 3Th 	24min
64.63626231	24min 3Th 	24min
11.40538539	24min 3Th 	24min
28.48050997	24min 3Th 	24min
18.97375758	24min 3Th 	24min
16.72616484	24min 3Th 	24min
14.83231316	24min 3Th 	24min
23.02785615	24min 3Th 	24min
10.97539165	24min 3Th 	24min
25.70886786	24min 3Th 	24min
11.05711572	24min 3Th 	24min
14.44355012	24min 3Th 	24min
27.68993636	24min 3Th 	24min
22.07069164	24min 3Th 	24min
20.9731315	24min 3Th 	24min
14.7854296	24min 3Th 	24min
23.36092781	24min 3Th 	24min
8.284426122	24min 3Th 	24min
10.15697626	24min 3Th 	24min
24.20955891	24min 3Th 	24min
11.07162563	24min 3Th 	24min
2.985291659	24min 3Th 	24min
31.78257915	24min 3Th 	24min
34.59762533	24min 3Th 	24min
13.85098978	24min 3Th 	24min
24.06628192	24min 3Th 	24min
14.32801816	24min 3Th 	24min
12.42740626	24min 3Th 	24min
23.00613856	24min 3Th 	24min
43.8901781	24min 3Th 	24min
25.08582413	24min 3Th 	24min
18.61656634	24min 3Th 	24min
31.26271395	24min 3Th 	24min
18.22539583	24min 3Th 	24min
26.61341277	24min 3Th 	24min
9.565871607	24min 3Th 	24min
25.9964147	24min 3Th 	24min
28.81298254	24min 3Th 	24min
52.92753338	24min 3Th 	24min
6.767156147	24min 3Th 	24min
17.19506111	24min 3Th 	24min
12.57464105	24min 3Th 	24min
29.28620481	24min 3Th 	24min
10.66180314	24min 3Th 	24min
8.138540495	24min 3Th 	24min
8.206845027	24min 3Th 	24min
10.91622489	24min 3Th 	24min
19.46706654	24min 3Th 	24min
26.89024271	24min 3Th 	24min
20.81405484	24min 3Th 	24min
26.02229952	24min 3Th 	24min
22.79837848	24min 3Th 	24min
14.19731853	24min 3Th 	24min
37.36592112	24min 3Th 	24min
6.896742703	24min 3Th 	24min
18.3553963	24min 3Th 	24min
11.07638895	24min 3Th 	24min
36.59780455	24min 3Th 	24min
30.34107458	24min 3Th 	24min
24.02566991	24min 3Th 	24min
15.54123588	24min 3Th 	24min
23.21026098	24min 3Th 	24min
30.17404964	24min 3Th 	24min
8.835979714	24min 3Th 	24min
16.32828255	24min 3Th 	24min
7.785676987	24min 3Th 	24min
39.31203965	24min 3Th 	24min
9.219122027	24min 3Th 	24min
15.32362625	24min 3Th 	24min
14.82723876	24min 3Th 	24min
49.66602028	24min 3Th 	24min
32.34157921	24min 3Th 	24min
3.962177762	24min 3Th 	24min
14.6466046	24min 3Th 	24min
15.44544941	24min 3Th 	24min
5.989933947	24min 3Th 	24min
31.14102871	24min 3Th 	24min
23.49017379	24min 3Th 	24min
16.17374556	24min 3Th 	24min
36.95012467	24min 3Th 	24min
23.7882205	24min 3Th 	24min
18.24469516	24min 3Th 	24min
5.073468131	24min 3Th 	24min
13.0606107	24min 3Th 	24min
8.438929153	24min 3Th 	24min
23.58943626	24min 3Th 	24min
16.45635946	24min 3Th 	24min
12.51225827	24min 3Th 	24min
26.74219097	24min 3Th 	24min
14.47019175	24min 3Th 	24min
13.01220112	24min 3Th 	24min
12.62521128	24min 3Th 	24min
19.89234872	24min 3Th 	24min
16.99184297	24min 3Th 	24min
15.55899194	24min 3Th 	24min
15.60139918	24min 3Th 	24min
8.023398779	24min 3Th 	24min
7.305124165	24min 3Th 	24min
8.355937358	11min 3Th	11min
18.16538578	11min 3Th	11min
11.75385284	11min 3Th	11min
4.948775571	11min 3Th	11min
21.972047	11min 3Th	11min
16.69530194	11min 3Th	11min
13.87376824	11min 3Th	11min
53.44393238	11min 3Th	11min
18.37758501	11min 3Th	11min
16.49620318	11min 3Th	11min
19.64428071	11min 3Th	11min
12.82779179	11min 3Th	11min
8.063161571	11min 3Th	11min
16.40532567	11min 3Th	11min
16.12123523	11min 3Th	11min
28.38636822	11min 3Th	11min
5.906502802	11min 3Th	11min
9.70586081	11min 3Th	11min
30.86824198	11min 3Th	11min
8.024690564	11min 3Th	11min
9.624094911	11min 3Th	11min
8.482763482	11min 3Th	11min
6.536881473	11min 3Th	11min
6.704000989	11min 3Th	11min
28.95110596	11min 3Th	11min
19.04408717	11min 3Th	11min
11.42231837	11min 3Th	11min
5.181005456	11min 3Th	11min
15.16412164	11min 3Th	11min
17.31827314	11min 3Th	11min
14.72703154	11min 3Th	11min
29.00186616	11min 3Th	11min
4.98519476	11min 3Th	11min
10.70145851	11min 3Th	11min
8.048831394	11min 3Th	11min
13.22441119	11min 3Th	11min
6.127589932	11min 3Th	11min
13.22730231	11min 3Th	11min
9.098417755	11min 3Th	11min
14.82090437	11min 3Th	11min
7.468427636	11min 3Th	11min
17.65207499	11min 3Th	11min
8.607775199	11min 3Th	11min
8.610053636	11min 3Th	11min
9.592129835	11min 3Th	11min
9.520933446	11min 3Th	11min
6.287970371	11min 3Th	11min
30.59843444	11min 3Th	11min
13.34574193	11min 3Th	11min
11.35944646	11min 3Th	11min
3.883821049	11min 3Th	11min
11.48786398	11min 3Th	11min
8.205546901	11min 3Th	11min
10.19054742	11min 3Th	11min
4.919621465	11min 3Th	11min
3.791521675	11min 3Th	11min
11.39682822	11min 3Th	11min
7.959728547	11min 3Th	11min
17.01413734	11min 3Th	11min
11.41059299	11min 3Th	11min
19.57312996	11min 3Th	11min
5.378690334	11min 3Th	11min
16.18269354	11min 3Th	11min
1.759714997	11min 3Th	11min
9.504090294	11min 3Th	11min
47.69496271	11min 3Th	11min
3.001796246	11min 3Th	11min
10.04578821	11min 3Th	11min
9.626709359	11min 3Th	11min
9.918882145	11min 3Th	11min
11.21456001	11min 3Th	11min
40.07869513	11min 3Th	11min
14.76350206	11min 3Th	11min
15.96721094	11min 3Th	11min
7.53185518	11min 3Th	11min
20.50440211	11min 3Th	11min
16.64968385	11min 3Th	11min
46.81057733	11min 3Th	11min
20.52085821	11min 3Th	11min
6.400817359	11min 3Th	11min
8.972894914	11min 3Th	11min
8.817491352	11min 3Th	11min
7.590517231	11min 3Th	11min
10.29396851	11min 3Th	11min
27.08978783	11min 3Th	11min
10.84097021	11min 3Th	11min
3.300504982	11min 3Th	11min
29.19558881	11min 3Th	11min
36.07912702	11min 3Th	11min
8.519854913	11min 3Th	11min
6.11113874	11min 3Th	11min
4.934152402	11min 3Th	11min
4.097937873	11min 3Th	11min
19.68068585	11min 3Th	11min
20.12567314	11min 3Th	11min
11.89795126	11min 3Th	11min
14.26435056	11min 3Th	11min
11.12738741	11min 3Th	11min
8.142204893	11min 3Th	11min
32.09880546	11min 3Th	11min
28.09359377	11min 3Th	11min
46.21436955	11min 3Th	11min
25.81947939	11min 3Th	11min
3.096150473	11min 3Th	11min
26.70744523	11min 3Th	11min
15.59997758	11min 3Th	11min
13.72761197	11min 3Th	11min
3.733717543	11min 3Th	11min
3.143346254	11min 3Th	11min
11.04218508	11min 3Th	11min
1.892508637	11min 3Th	11min
19.95662685	11min 3Th	11min
13.14323525	11min 3Th	11min
10.55901582	11min 3Th	11min
